gotu	covered_length	total_length	coverage_ratio	strain
G000259175	2033	4402109	0.0004618240938604655	Providencia stuartii MRSN 2154
G001679005	2030	2279879	0.0008903981307779931	Moraxella nonliquefaciens CCUG 348
G000016325	2022	4676461	0.0004323782450019363	Enterobacter sp. 638 ASM1632v1
G000615845	2021	1667319	0.0012121255740503167	Lactobacillus hayakitensis DSM 18933 = JCM 14209
G000015285	2010	4559598	0.0004408283361822687	Psychromonas ingrahamii 37
G000285835	2001	3427329	0.0005838365677762479	Brevibacterium senegalense isolate JC43
G000225825	2000	3191479	0.0006266687012510501	Brachybacterium squillarum M-6-3
G000807215	2000	2927205	0.0006832456216766506	Tepidimonas taiwanensis VT154-175
G000253175	1999	4625880	0.00043213399396439166	Yersinia enterocolitica subsp. palearctica Y11
G000473085	1998	5817514	0.0003434456711234386	Azorhizobium doebereinerae UFLA1-100
G000950575	1997	3599434	0.000554809450596955	Arthrobacter sp. IHBB 11108 ASM95057v1
G000599885	1996	4091152	0.0004878821417537163	Pantoea sp. IMH IMH
G001404455	1990	3731704	0.0005332684478726072	Blautia obeum 2789STDY5608838
G000143145	1989	3638969	0.000546583386668037	Hyphomicrobium denitrificans ATCC 51888
G000763885	1981	5500748	0.00036013284011556244	Paracoccus versutus DSM 582
G000309565	1980	2907892	0.0006809056182279122	Lactobacillus casei 12A ASM30956v2
G000384135	1980	2085243	0.0009495296231662209	Succinispira mobilis DSM 6222
G000309705	1979	3071147	0.0006443846549839523	Lactobacillus casei UCD174
G000980875	1975	3536703	0.0005584297013348307	Leucobacter sp. Ag1 ASM98087v1
G001423185	1972	3961764	0.0004977580693852537	Plantibacter sp. Leaf314 Leaf314
G000832085	1969	3410672	0.0005773055866996299	Sanguibacteroides justesenii OUH 334697
G000621725	1968	3492520	0.0005634899728562757	Prevotella brevis ATCC 19188
G000436135	1967	3749602	0.0005245890097135643	Bacteroides dorei CAG:222 MGS222
G001725075	1958	4983728	0.00039287858406397783	Microcystis aeruginosa NIES-98
G000505545	1956	3548922	0.0005511532797846783	Kurthia huakuii LAM0618
G001676765	1955	7481739	0.0002613028869357779	Mesorhizobium loti NZP2037 ASM167676v1
G000568755	1953	1730484	0.001128585990971312	Borrelia coriaceae Co53
G001435325	1952	2009795	0.0009712433357631003	Lactobacillus intestinalis DSM 6629
G000235645	1950	2587121	0.0007537335903500455	Staphylococcus simiae CCM 7213
G000155205	1950	2731235	0.0007139627311454342	Ruminococcus lactaris ATCC 29176
G000309605	1949	3011496	0.0006471866474337007	Lactobacillus casei 32G
G000423085	1948	4117723	0.0004730769893943813	Granulicoccus phenolivorans DSM 17626
G000799385	1945	3018951	0.0006442635206732405	Microbacterium sp. CF335 ASM79938v1
G001888055	1944	1750840	0.0011103241872472641	Rappaport israeli B08008
G000619985	1941	3552503	0.0005463753302952875	Prevotella sp. P6B4 ASM61998v1
G900089455	1935	4825741	0.0004009746896901429	Orrella dioscoreae isolate Orrdi1
G000196855	1935	1954080	0.0009902358142962417	Leuconostoc gelidum subsp. gasicomitatum LMG 18811 type strain: LMG 18811
G001941805	1934	3378307	0.000572476095274941	Acinetobacter junii 65
G000622045	1928	2033981	0.0009478947935108538	Fusobacterium necrophorum HUN048
G001427145	1927	3460379	0.0005568754174037005	Microbacterium sp. Root166 Root166
G000769075	1920	2293773	0.0008370488274123028	Porphyromonas sp. COT-290 OH3588 ASM76907v1
G000488855	1919	1544525	0.001242453181398812	Eubacterium brachy ATCC 33089
G001402875	1917	3724841	0.0005146528402151931	Blastochloris viridis ATCC 19567
G900102205	1913	3418751	0.000559561079470251	Prevotella sp. khp1 KHP1
G000410175	1913	3086694	0.0006197569308781499	Lactobacillus paracasei subsp. paracasei Lpp225
G000185905	1910	6690028	0.0002854995524682408	Mesorhizobium ciceri biovar biserrulae WSM1271
G000019365	1909	7737025	0.0002467356639018227	Methylobacterium sp. 4-46 Apr-46
G001968835	1906	3209563	0.0005938503154479286	Tersicoccus phoenicis DSM 30849
G000524475	1904	4709534	0.0004042862839508113	Tomitella biformata AHU 1821
G000757425	1901	4413398	0.0004307338699115738	Tatumella morbirosei LMG 23360
G000315445	1899	1806596	0.0010511481260890648	Alloiococcus otitis ATCC 51267
G000304335	1894	3952501	0.00047919026459449345	Microbacterium yannicii PS01
G001571285	1891	5044663	0.000374851600592547	Kluyvera cryocrescens NBRC 102467
G001853345	1891	4923741	0.00038405756923445	Sphingomonas haloaromaticamans P3
G000409815	1889	2892319	0.0006531091487488067	Lactobacillus paracasei subsp. paracasei Lpp230
G000016825	1887	1999618	0.000943680242926399	Lactobacillus reuteri DSM 20016 ASM1682v1
G000526175	1886	5472264	0.0003446471149783709	Xanthobacter sp. 126 ASM52617v1
G001042405	1885	1704859	0.0011056632835911944	Lactobacillus acetotolerans NBRC 13120
G000382345	1884	6594487	0.0002856931858384132	Massilia niastensis DSM 21313
G001297765	1884	4602545	0.0004093387462805904	Trabulsiella odontotermitis TbO2.3
G000615445	1881	1826493	0.0010298424357498223	Lactobacillus hamsteri DSM 5661 = JCM 6256
G900112885	1877	3113820	0.0006027965649909115	[Clostridium] aminophilum F
G000012845	1873	4811379	0.0003892854834341672	Parabacteroides distasonis ATCC 8503
G000309585	1872	3215878	0.0005821116348319183	Lactobacillus casei 21/1
G000010585	1862	2219737	0.0008388381146054691	Macrococcus caseolyticus JCSC5402
G000685355	1861	3354763	0.0005547336726916327	Microbacterium sp. CH12i Microbacteriumx4
G000612865	1860	3675175	0.0005060983490582081	Oceanobacillus picturae S1
G000239355	1859	2553535	0.0007280103856027037	Cardiobacterium valvarum F0432
G000744465	1851	4980720	0.00037163301691321737	Caulobacter henricii OK261
G000156435	1847	8511919	0.0002169898468253751	Streptomyces ghanaensis ATCC 14672
G000144625	1847	4662871	0.00039610789146858236	[Clostridium] saccharolyticum WM1
G001543395	1845	2366182	0.0007797371461704974	bacterium F082 ASM154339v1
G001314305	1845	4138297	0.00044583556955916893	Stenotrophomonas acidaminiphila ZAC14D2_NAIMI4_2
G000979995	1842	4006860	0.0004597115946152349	Methanosarcina mazei 1.H.A.2.6
G000525915	1840	2372850	0.0007754388182986704	Brochothrix campestris FSL F6-1037
G000282995	1839	3007775	0.0006114154150493304	Melaminivora alkalimesophila CY1
G000599985	1839	3139412	0.0005857784833593042	Gilliamella apicola wkB1
G000437535	1837	2448136	0.0007503668096870436	Prevotella stercorea CAG:629 MGS629
G900101785	1834	4461788	0.0004110459752906234	Auraticoccus monumenti MON 2.2
G000474615	1831	3019931	0.0006063052433979452	Lactobacillus casei 5b
G001423135	1828	3953873	0.00046233149117333813	Nocardioides sp. Leaf307 Leaf307
G001026985	1826	4094629	0.00044595004822170703	Pragia fontium 24613
G000153405	1825	3052410	0.0005978882260246821	Psychromonas sp. CNPT3 ASM15340v2
G001420995	1823	7205934	0.0002529859418640248	Pseudonocardia sp. EC080619-01 ASM142099v1
G000298215	1820	4847237	0.00037547163466527427	Kineosphaera limosa NBRC 100340
G001044235	1819	7379520	0.0002464929968344825	Mycobacterium chlorophenolicum DSM 43826
G001426185	1819	4533613	0.00040122524794242474	Rhodococcus sp. Leaf247 Leaf247
G001690435	1818	2857512	0.0006362178006601547	Gilliamella apicola Nev3-1
G002003465	1814	3356119	0.0005405052681385851	Caenibacillus caldisaponilyticus B157
G900105895	1810	1779562	0.0010171042087884546	Atopobium minutum DSM 20586 IMG-taxon 2634166360 annotated assembly
G000956575	1810	3922504	0.0004614399373461442	Microbacterium ketosireducens DSM 12510
G000504125	1809	3351060	0.0005398291883762153	Enterococcus mundtii QU 25 QU25
G000702585	1807	3037601	0.0005948773390580264	Exiguobacterium aurantiacum DSM 6208
G001281115	1807	3851242	0.0004691992868794015	Arthrobacter sp. LS16 ASM128111v1
G000526215	1804	8787999	0.00020527995053253874	Nocardia sp. BMG51109 ASM52621v1
G000720925	1802	3985545	0.000452133898877067	Phycicoccus jejuensis NRRL B-24460
G900129815	1800	2622699	0.0006863158906149733	Asaccharospora irregularis DSM 2635
G000764535	1800	4061902	0.0004431421536019333	Sphingomonas taxi ATCC 55669
G000747345	1798	3422674	0.0005253202612927787	Bacillus sp. X1(2014) X1
G000982715	1797	5922748	0.00030340645929896056	Rhodococcus aetherivorans IcdP1
G000759795	1796	4374581	0.0004105536050195436	Escherichia vulneris NBRC 102420
G001586195	1791	3991226	0.0004487342986841637	Solibacillus silvestris DSM 12223
G000648175	1788	2913733	0.0006136457939008138	Enterococcus faecalis NJ44
G001690515	1787	2520134	0.0007090892785859799	Gilliamella apicola Fer4-1
G000179715	1781	1449613	0.0012286037721791954	Atopobium vaginae PB189-T1-4
G000018025	1781	5517674	0.000322780939939547	Shewanella sediminis HAW-EB3
G000161935	1777	1725829	0.0010296500985903006	Lactobacillus coleohominis 101-4-CHN
G000719955	1772	7084693	0.0002501166952470629	Streptomyces albidoflavus NRRL B-1271
G000015305	1769	6491865	0.0002724948839817217	Mycobacterium vanbaalenii PYR-1
G000009745	1766	5260086	0.0003357359556478734	Vibrio vulnificus YJ016
G000271425	1764	3464338	0.0005091881912215263	Acinetobacter venetianus RAG-1 = CIP 110063 RAG-1
G000331005	1763	10825282	0.0001628594987179087	Streptomyces turgidiscabies Car8
G001426225	1762	4350923	0.0004049715428197649	Bosea sp. Leaf344 Leaf344
G001679155	1761	2194559	0.0008024391233044999	Moraxella nonliquefaciens CCUG 60284
G000622245	1760	2103008	0.0008368964835131393	Fusobacterium perfoetens ATCC 29250
G001074355	1760	2419582	0.000727398368809158	Staphylococcus saprophyticus 772_SSAP
G000746195	1756	3111058	0.0005644382071951085	Microbacterium sp. UNCCL10 ASM74619v1
G000021045	1754	5365318	0.0003269144531600923	Azotobacter vinelandii DJ
G000173975	1748	3290996	0.0005311461940397375	[Eubacterium] hallii DSM 3353
G000410475	1745	3013500	0.0005790608926497428	Lactobacillus paracasei subsp. paracasei Lpp125
G000471645	1744	1998543	0.0008726357151184638	Candidatus Schmidhempelia bombi str. Bimp
G000744375	1743	4041428	0.0004312831998986497	Carnobacterium gallinarum DSM 4847 MT44
G001915655	1742	3970265	0.00043876164437386424	Odoribacter sp. 43_10 ASM191565v1
G000374625	1740	2503561	0.0006950100277165206	Brachymonas chironomi DSM 19884
G000415005	1737	2904787	0.0005979784404157688	Enterococcus faecalis 02-MB-P-10
G000224985	1734	2066652	0.0008390382125292502	Lactobacillus ruminis ATCC 27782
G000820725	1732	2878449	0.0006017129363765	Actinomyces polynesiensis MS2
G001542405	1732	8099863	0.00021383077713783553	Rhizobium sp. BR10423 ASM154240v1
G001875845	1726	2435796	0.000708597928562162	Corynebacterium diphtheriae ST378-KZN-2015-45461
G000185365	1725	2415788	0.0007140527231694172	Enterococcus italicus DSM 15952 ASM18536v1
G000410435	1719	2981014	0.0005766494219752071	Lactobacillus paracasei subsp. paracasei CNCM I-4649
G000735605	1717	6564029	0.0002615771502532972	Bosea sp. LC85 ASM73560v1
G000247715	1717	5844299	0.00029379058121427397	Gordonia polyisoprenivorans VH2
G001876115	1714	2453791	0.0006985109978804226	Corynebacterium diphtheriae ST378-KZN-2015-45788
G000619965	1711	2731626	0.0006263668598849183	Propionibacteriaceae bacterium P6A17 ASM61996v1
G001046875	1711	3809986	0.00044908301500320476	Tetrasphaera jenkinsii Ben 74
G001292585	1711	14290418	0.00011973057751004904	Candidatus Magnetomorum sp. HK-1 SAG5
G001767275	1709	2131361	0.0008018350715810227	Pediococcus acidilactici ZPA017
G000411355	1708	2792342	0.0006116729254511088	Coprococcus sp. HPP0048 Copr_sp_HPP0048_V1
G000069965	1702	4099895	0.00041513258266370236	Proteus mirabilis HI4320
G001813085	1701	2064328	0.000823996961723137	Actinomyces sp. HMSC065F11 ASM181308v1
G001690445	1700	2500996	0.0006797291958883581	Gilliamella apicola wkB195
G000768695	1698	4087970	0.0004153650834032539	Knoellia aerolata DSM 18566
G001618685	1696	3474426	0.0004881381845519231	Geobacillus subterraneus KCTC3922(T)
G000157355	1695	3427276	0.0004945618619568427	Enterococcus casseliflavus EC20 ASM15735v2
G001298265	1694	5602085	0.0003023874146857822	Bosea vaviloviae SD260
G000800955	1691	3013087	0.000561218444737905	Kocuria sp. ZOR0020 ZOR0020.1
G001049335	1689	5350059	0.00031569745305612515	Brenneria goodwinii OBR1
G001434335	1689	2078190	0.000812726459082182	Lactobacillus kalixensis DSM 16043
G000415085	1686	2656402	0.0006346930923858663	Enterococcus faecalis B83616-1
G000968175	1685	3659523	0.0004604425221538435	Xenorhabdus poinarii G6
G000270245	1681	5683123	0.0002957880728606437	Microlunatus phosphovorus NM-1
G000511775	1680	3379354	0.0004971364349517688	Bacteroides pyogenes JCM 10003
G000689415	1666	6162905	0.0002703270616697807	Pseudomonas knackmussii B13
G000154425	1665	3102987	0.0005365797536373823	Coprococcus eutactus ATCC 27759
G000428765	1664	2579573	0.0006450680015646001	Brevundimonas aveniformis DSM 17977
G900129735	1664	3784167	0.00043972689365981996	Fibrobacter sp. UWCM IMG-taxon 2700988689 annotated assembly
G000752035	1658	4309569	0.000384725247466742	Bacillus rubiinfantis
G000816565	1657	3608439	0.00045920133331892266	Arthrobacter sp. L77 ASM81656v1
G001282725	1656	3497276	0.0004735113842888008	Clostridiaceae bacterium mt12 Malnutritionisia massiliensis
G000719265	1649	7205477	0.00022885369004716828	Streptomyces roseoverticillatus NRRL B-3500
G900113155	1648	5465751	0.0003015139182154474	[Clostridium] clostridioforme ATCC 25537
G001688965	1648	4468295	0.00036882076944337827	Erysipelotrichaceae bacterium I46 ASM168896v1
G000245775	1647	2562512	0.0006427286974656119	Megamonas funiformis YIT 11815
G001482385	1646	5913780	0.0002783329782305057	Pseudoalteromonas rubra SCSIO 6842
G000407605	1644	2301651	0.0007142698871375374	Enterococcus sulfureus ATCC 49903 Ente_sulf_ATCC49903_V2
G000403295	1640	5799088	0.0002828030890374486	Lachnospiraceae bacterium M18-1 Lach_bact_M18-1_V1
G000092365	1639	1986154	0.0008252129492476414	Arcanobacterium haemolyticum DSM 20595
G900155635	1639	1748607	0.0009373175333279577	Olsenella sp. Marseille-P3197 Olsenella urinainfantis
G000956465	1638	4524280	0.0003620465576843166	Microbacterium trichothecenolyticum DSM 8608
G001465295	1638	4147593	0.00039492785333565756	Pseudoalteromonas translucida KMM 520
G000612825	1638	7966608	0.0002056082086629592	Mycobacterium mageritense DSM 44476 = CIP 104973
G001190745	1635	2281652	0.0007165860525619157	Campylobacter gracilis ATCC 33236
G900086555	1630	2188497	0.0007448033970345858	Neisseria weaveri NCTC13585
G900107705	1628	3371121	0.0004829254126446366	Prevotella sp. tc2-28 TC2-28
G001606005	1628	3862244	0.00042151661055075756	Brevibacterium linens BS258
G001690255	1626	2418433	0.0006723361780127876	Gilliamella apicola App2-1
G001375495	1624	2633477	0.0006166752168331069	Flaviflexus massiliensis SIT4
G000737515	1623	5010594	0.0003239136916700894	Hymenobacter sp. APR13 ASM73751v1
G000612605	1622	4548084	0.00035663369454038226	Pantoea septica isolate FF5
G001183565	1621	2358658	0.0006872552103781048	Actinobaculum suis U311
G000401515	1615	2805478	0.0005756594776362531	Piscirickettsia salmonis LF-89 = ATCC VR-1361 LF-89 ASM40151v2
G001267175	1612	2494031	0.000646343209045918	Oblitimonas alkaliphila B4199
G000413035	1612	2727508	0.0005910156817138575	Treponema medium ATCC 700293
G000956505	1610	4243179	0.00037943249624868523	Microbacterium azadirachtae ARN176
G000423465	1608	3623963	0.0004437131394553421	Propionicicella superfundia DSM 22317
G001429555	1607	4386361	0.0003663629144979175	Nocardioides sp. Soil797 Soil797
G000940995	1600	5909413	0.0002707544725677491	Photobacterium gaetbulicola Gung47
G900104295	1596	3552958	0.00044920317099160755	Prevotella sp. BP1-145 IMG-taxon 2623620512 annotated assembly
G900128475	1595	3949838	0.00040381402984122385	Mediterranea massiliensis Marseille-P2645
G000438335	1594	1245617	0.0012796870948293094	Dialister sp. CAG:588 MGS588
G000294515	1592	5848211	0.0002722200002701681	Nocardiopsis alba ATCC BAA-2165
G000620705	1591	4684622	0.0003396218520939363	Nocardioides sp. URHA0020 ASM62070v1
G000403215	1590	6961896	0.00022838606034907732	Lachnospiraceae bacterium A4 Lach_bact_A4_V1
G001876055	1589	2466200	0.0006443110858811126	Corynebacterium diphtheriae ST378-KZN-2015-45238
G001876095	1589	2448783	0.0006488937566129788	Corynebacterium diphtheriae ST378-KZN-2015-45787
G000410215	1584	2954364	0.000536156005150347	Lactobacillus paracasei subsp. paracasei Lpp229
G000407165	1583	3581919	0.0004419418752908706	Enterococcus haemoperoxidus ATCC BAA-382 Ente_haem_BAA-382_V2
G000967305	1583	4248684	0.00037258595838146586	Alcaligenes faecalis ZD02
G900115435	1581	3511834	0.0004501921218371939	Prevotella sp. tf2-5 TF2-5
G900100635	1580	3479601	0.00045407505055895776	Prevotella sp. BP1-148 IMG-taxon 2623620508 annotated assembly
G000011305	1577	3219505	0.0004898268522645562	Corynebacterium efficiens YS-314 ASM1130v1
G001428485	1572	3347721	0.0004695731812776513	Microbacterium sp. Root180 Root180
G000493735	1572	2497115	0.0006295264735504773	Carnobacterium inhibens subsp. gilichinskyi WN1359
G000062885	1569	8212805	0.00019104313325349866	Saccharopolyspora erythraea NRRL 2338 ASM6288v1
G000344155	1569	4632332	0.0003387062930722582	Gordonia paraffinivorans NBRC 108238
G001982085	1564	3059328	0.0005112233797749048	Lactobacillus paracasei RI-194
G001056295	1563	3154822	0.000495432071920381	Corynebacterium halotolerans 307_CHAL
G000702825	1562	3613673	0.00043224719004735624	Prevotella sp. P6B1 ASM70282v1
G001720135	1561	4380693	0.0003563363148250745	Methylobrevis pamukkalensis PK2
G001188365	1561	5645302	0.0002765131077132809	Paenibacillus sp. D9 ASM118836v1
G000968195	1561	4203651	0.00037134386275168894	Xenorhabdus doucetiae FRM16
G000378025	1558	5108628	0.0003049742514037037	Xanthobacteraceae bacterium 501b ASM37802v1
G000026065	1555	1884661	0.0008250820704625394	Lactobacillus sakei subsp. sakei 23K
G001435935	1555	2006512	0.0007749766759431292	Lactobacillus panis DSM 6035 ASM143593v1
G000518665	1554	4029781	0.0003856288964586413	Microvirga flocculans ATCC BAA-817
G001042675	1554	1890857	0.0008218495634519162	Parascardovia denticolens DSM 10105 = JCM 12538
G000763805	1550	3358707	0.0004614871139399775	Paracoccus sphaerophysae HAMBI 3106
G000307855	1548	4223247	0.00036654261519631693	Bacillus azotoformans LMG 9581
G001182745	1548	6459780	0.00023963664397239534	Nocardia farcinica NCTC11134
G000220625	1548	2571406	0.0006020052842686063	Capnocytophaga canimorsus Cc5
G000019525	1547	5935403	0.0002606394207773255	Shewanella woodyi ATCC 51908
G000159015	1546	1723843	0.000896833412323512	Actinomyces coleocanis DSM 15436
G001647675	1545	3048277	0.0005068437021963555	Acinetobacter sp. NCu2D-2 ASM164767v1
G000368905	1545	3195486	0.0004834945294706345	Acinetobacter radioresistens DSM 6976 = NBRC 102413 = CIP 103788
G001644955	1540	6120625	0.0002516082916368835	Pseudomonas putida CBF10-2
G000307875	1539	5371144	0.00028653113750068887	Bacillus bataviensis LMG 21833
G001690425	1537	2269603	0.0006772109483464729	Gilliamella apicola Imp1-6
G001485645	1535	1604537	0.0009566622645660399	Candidatus Kryptobacter tengchongensis isolate JGI-2 JGI assembly
G001436385	1529	2881963	0.0005305411623952146	Lactobacillus paracasei subsp. paracasei DSM 5622
G000980835	1525	2354065	0.0006478155870802209	Corynebacterium kutscheri DSM 20755
G000022005	1522	4042929	0.00037645973995585873	Caulobacter crescentus NA1000
G001687565	1521	3804624	0.00039977669278225655	Planococcus antarcticus DSM 14505 ASM168756v2
G001449105	1521	5322177	0.000285785309282273	Caulobacter vibrioides T5M6
G000421525	1520	2990149	0.0005083358722257653	Aestuariimicrobium kwangyangense DSM 21549
G001552435	1516	3293902	0.0004602444152861864	Kribbia dieselivorans NBRC 106261
G000559025	1513	4295921	0.0003521945585125983	Luteimonas huabeiensis HB2
G001457815	1509	3716774	0.0004059972438464109	Vitreoscilla sp. SN6 Vitreoscilla massiliensis
G000807275	1508	2692351	0.0005601052760208457	Frischella perrara PEB0191
G900142265	1505	3546077	0.00042441266785803015	[Clostridium] lactatifermentans DSM 14214
G000958505	1504	2960886	0.0005079560645023145	Lactobacillus paracasei NRIC 1917 NRIC1917
G001475745	1502	3369825	0.00044572047509885526	Curtobacterium oceanosedimentum NS263
G000368825	1502	3535739	0.0004248051114632613	Acinetobacter ursingii DSM 16037 = CIP 107286
G001010285	1498	5147098	0.00029103778478668953	Photorhabdus temperata subsp. thracensis DSM 15199
G001698145	1497	1788069	0.0008372160134759901	Leuconostoc lactis WiKim40
G000011705	1496	5835527	0.0002563607365710072	Burkholderia mallei ATCC 23344
G000092985	1489	6543312	0.00022756059928060897	Nocardiopsis dassonvillei subsp. dassonvillei DSM 43111
G000744255	1481	2619222	0.0005654350795770653	Carnobacterium divergens DSM 20623 66
G000154465	1480	2550678	0.0005802378818494533	Alistipes putredinis DSM 17216
G000384475	1478	4453493	0.00033187432875722496	Methylopila sp. M107 ASM38447v1
G000217675	1477	4052047	0.00036450712442377887	Vibrio anguillarum 775
G000154305	1477	3606936	0.0004094888292999931	Anaerostipes caccae DSM 14662
G000017585	1474	1714951	0.0008594997757953434	Campylobacter hominis ATCC BAA-381
G900120375	1474	1864878	0.0007904002299346124	Ndongobacter massiliensis Marseille-P3170
G000424205	1472	3542160	0.00041556564356212027	Clostridium cadaveris AGR2141
G000006745	1469	4033464	0.00036420307705733833	Vibrio cholerae O1 biovar El Tor str. N16961
G001894865	1469	5673710	0.0002589134798923456	Rhodococcus maanshanensis NBRC 100610
G000418365	1468	2751233	0.0005335789444223736	Corynebacterium terpenotabidum Y-11
G000723465	1467	2968500	0.000494188984335523	Ruminococcus bicirculans 80/3
G001426925	1467	2910897	0.0005039683643907703	Microbacterium sp. Root53 Root53
G001679075	1466	1900421	0.0007714080195914484	Moraxella catarrhalis CCUG 58286
G001982095	1458	3032791	0.00048074529369152046	Lactobacillus paracasei RI-195
G000826105	1456	4723534	0.00030824378526755604	Pseudomonas sp. CB1 Pseudomonas massiliensis CB1
G000364625	1451	3752096	0.0003867171842085064	Pseudomonas thermotolerans DSM 14292
G001598535	1447	4083128	0.000354385167450053	Sphingobium herbicidovorans NBRC 16415 ASM159853v1
G000814675	1447	4532748	0.0003192323950062964	Pseudoalteromonas distincta ATCC 700518
G000347635	1447	5413691	0.0002672852957436987	Paraglaciecola psychrophila 170 ASM34763v1
G000768675	1446	3561699	0.00040598601959345804	Knoellia flava TL1
G000403475	1446	4455623	0.0003245337408483617	Lachnospiraceae bacterium 3-2 Lach_bact_3-2_V1
G000228505	1445	2087882	0.0006920889207340261	Streptococcus sobrinus TCI-396
G000168735	1437	3203254	0.000448606323444847	Candidatus Endoriftia persephone str. Hot96_1+Hot96_2
G000468015	1437	3096487	0.00046407428805611003	Ruminococcus callidus ATCC 27760
G000022025	1436	4980870	0.0002883030474595804	Pseudarthrobacter chlorophenolicus A6 ASM2202v1
G001606025	1436	3349444	0.0004287278724468897	Psychrobacter alimentarius PAMC 27889
G000468535	1435	1499757	0.0009568216717774946	Peptoniphilus sp. ChDC B134 de novo
G000010145	1431	2098685	0.0006818555428756578	Lactobacillus fermentum IFO 3956
G000772105	1430	5540337	0.0002581070429470265	Vibrio tubiashii ATCC 19109 ASM77210v1
G001046855	1429	5162321	0.0002768134720797099	Tetrasphaera japonica T1-X7
G000430705	1426	4585800	0.00031095991975227876	Arthrobacter castelli DSM 16402
G000160095	1425	7163884	0.00019891444361745667	Hungatella hathewayi DSM 13479
G001705565	1423	4282698	0.00033226718297671236	Xanthomonas fragariae isolate Fap21
G900105865	1419	1998342	0.0007100886635020432	Arcanobacterium phocae DSM 10002
G000016985	1414	4929566	0.0002868406671094372	Alkaliphilus metalliredigens QYMF
G000620645	1412	4560838	0.0003095922284457374	Nocardioides sp. URHA0032 ASM62064v1
G900086725	1412	4219447	0.00033464100864402375	Bariatricus massiliensis AT12
G000228205	1412	2073661	0.0006809213270635847	Streptococcus sobrinus TCI-349
G900092135	1411	3760249	0.0003752411077032399	Raineyella antarctica LZ-22
G001050535	1409	4264973	0.000330365514623422	Tetrasphaera australiensis Ben110
G000473245	1407	4884713	0.0002880414878008186	Bacillus infantis NRRL B-14911
G000752395	1407	4050101	0.00034739874388317723	Bacillus andreraoultii (G000752395)
G001953195	1407	3636349	0.00038692655737939346	Acinetobacter soli GFJ2
G000736415	1404	1754638	0.0008001650482891627	Campylobacter iguaniorum 1485E
G001425865	1403	5274600	0.00026599173397034846	Rhizobacter sp. Root404 Root404
G000379945	1399	2214526	0.0006317378978616643	Porphyromonas macacae DSM 20710 = JCM 13914 DSM 20710
G000155875	1398	3242215	0.0004311867041513286	Coprococcus comes ATCC 27758
G000632125	1396	4032326	0.00034620216718588725	Sphingobium herbicidovorans NBRC 16415 Sherbi16415_v2
G900105065	1392	4717614	0.0002950644117979979	Friedmanniella luteola DSM 21741
G000022085	1392	8839022	0.00015748348629520325	Methylobacterium nodulans ORS 2060
G001425305	1391	4265935	0.00032607154117444357	Phenylobacterium sp. Root1290 Root1290
G000427865	1388	2917684	0.0004757197832253253	Corynebacterium sputi DSM 45148
G001940845	1387	2213674	0.0006265601890793315	Christensenellaceae bacterium Phil7 ASM194084v1
G000228185	1386	2057099	0.0006737643642819329	Streptococcus sobrinus TCI-348
G000283615	1386	2562720	0.000540831616407567	Tetragenococcus halophilus NBRC 12172
G000313565	1381	3615034	0.00038201577080602836	Dielma fastidiosa JC13
G001020985	1377	3474226	0.0003963472727450661	Corynebacterium mustelae DSM 45274
G900095865	1375	2985330	0.000460585596902185	Massilioclostridium coli Marseille-P2976
G000488275	1373	3148512	0.00043607901129168316	Acinetobacter brisouii CIP 110357
G001887285	1371	3410829	0.0004019550672285242	Microbacterium paludicola CC3
G001693745	1371	2570834	0.000533289975159812	Gilliamella apicola wkB72
G000175215	1371	4308776	0.00031818781018089594	Asticcacaulis excentricus CB 48 CS 48
G001876085	1369	2445565	0.0005597888422511771	Corynebacterium diphtheriae ST378-KZN-2015-45466
G000744285	1367	2662616	0.0005134048619853558	Carnobacterium pleistocenium FTR1
G001436045	1366	1733578	0.000787965698687916	Lactobacillus frumenti DSM 13145
G000687515	1365	2844447	0.000479882381355673	Lachnobacterium bovis AE2004
G000228385	1363	2073661	0.0006572916209544376	Streptococcus sobrinus TCI-376
G000242435	1362	2499879	0.0005448263695962885	Dialister succinatiphilus YIT 11850
G000699585	1360	3404633	0.0003994556828885815	Peptoclostridium litorale DSM 5388 W6
G900102385	1360	3785360	0.0003592789061014012	Bacteroidales bacterium KHT7 IMG-taxon 2654588178 annotated assembly
G001858115	1360	3556598	0.0003823878886508962	Cylindrospermopsis raciborskii CS-508
G000317975	1357	3650416	0.00037173845391867666	Carnobacterium maltaromaticum LMA28
G000526735	1354	3724077	0.0003635800226472224	Ruminococcus gnavus AGR2154
G000187005	1345	2355186	0.0005710801609724243	Thermus scotoductus SA-01
G000526635	1338	4234633	0.0003159659880797226	Aminobacter sp. J41 ASM52663v1
G000311865	1337	1773998	0.0007536648857552264	Peptoniphilus obesi ph1
G001709035	1336	4881416	0.0002736910765236972	Candidatus Thiodiazotropha endoloripes isolate G_E
G000248015	1335	4495280	0.0002969781637628802	Atlantibacter hermannii NBRC 105704
G000024365	1334	6060298	0.00022012118876002466	Nakamurella multipartita DSM 44233
G000024065	1333	2749646	0.00048478967838041695	Jonesia denitrificans DSM 20603
G001887245	1331	2667837	0.0004989060426105493	Neomicrococcus aestuarii B18
G000468855	1331	1801377	0.0007388792018550253	Coriobacteriaceae bacterium BV3Ac1 CspBC3AC1v1.0
G001424525	1331	4456718	0.0002986502623679578	Methylobacterium sp. Leaf399 Leaf399
