gotu	covered_length	total_length	coverage_ratio	strain
G000428565	11529	6677094	0.001726649347755176	Parabacteroides gordonii DSM 23371
G000158655	11518	3478423	0.0033112706533966686	[Clostridium] methylpentosum DSM 5476
G000158195	11510	2671036	0.004309189393179275	Fusobacterium mortiferum ATCC 9817
G001951175	11504	2316479	0.004966157690184111	Lactobacillus crustorum MN047
G000156595	11446	2809149	0.004074543571736494	Corynebacterium glucuronolyticum ATCC 51867
G001477625	11429	5169161	0.0022109971037853147	Paucibacter sp. KCTC 42545 ASM147762v1
G000252855	11373	2164087	0.005255334004594085	Riemerella anatipestifer ATCC 11845 = DSM 15868 ATCC 11845
G000027145	11368	2797636	0.004063430696488035	Listeria seeligeri serovar 1/2b str. SLCC3954
G000420605	11337	2183019	0.005193266755809271	Corynebacterium massiliense DSM 45435
G001311035	11258	3215420	0.0035012533354896094	[Clostridium] glycyrrhizinilyticum JCM 13369
G000158475	11190	2488386	0.004496890755694655	Oxalobacter formigenes HOxBLS
G001005215	11183	3158922	0.0035401317284820583	Lampropedia cohaerens CT6
G000317935	11178	4899574	0.002281422833903519	Bordetella parapertussis Bpp5
G000752035	11144	4309569	0.002585873436531588	Bacillus rubiinfantis
G000347915	11136	2037184	0.005466369262668468	Streptococcus ratti FA-1 = DSM 20564
G000583775	11136	1872235	0.005947971274973494	Campylobacter coli RM4661
G001025155	11113	2021974	0.005496114193357581	Bifidobacterium angulatum DSM 20098 = JCM 7096
G000179715	11084	1449613	0.007646178669755307	Atopobium vaginae PB189-T1-4
G000010285	11038	2697540	0.004091876302112295	Kocuria rhizophila DC2201
G001407835	11021	1832315	0.006014795490949973	Lagierella massiliensis SIT14
G001465835	11019	3485580	0.0031613103127743447	Planococcus kocurii ATCC 43650
G000009345	11013	4683620	0.002351386320837301	Yersinia enterocolitica subsp. enterocolitica 8081
G000758965	10986	3042317	0.0036110635413732365	Corynebacterium freneyi DNF00450
G000379185	10972	2657104	0.004129307697402887	Capnocytophaga cynodegmi DSM 19736 E6447
G000015565	10937	5597943	0.0019537533697645726	Verminephrobacter eiseniae EF01-2
G000423725	10873	2121372	0.005125456544161043	Streptococcus devriesei DSM 19639
G900143685	10872	2009306	0.005410823438540471	Libanicoccus massiliensis Marseille-P3237
G000935165	10865	3764434	0.0028862240644941576	Comamonas aquatica CJG
G000380045	10801	1505444	0.007174627551738889	Streptococcus marimammalium DSM 18627
G001278805	10776	5265521	0.002046521132476729	Bacillus sp. FJAT-18017 ASM127880v1
G000598465	10712	5430750	0.0019724715739078396	Bacteroides fragilis str. 3986 T(B)9
G000598965	10704	5062782	0.0021142525986700593	Bacteroides fragilis str. 3986 T(B)13
G001767275	10696	2131361	0.005018389658063557	Pediococcus acidilactici ZPA017
G000520015	10663	5488183	0.0019429016853118783	Chania multitudinisentens RB-25 ASM52001v2
G001424265	10655	4717897	0.00225842149584868	Acidovorax sp. Leaf160 Leaf160
G001580365	10644	4159643	0.0025588734417833453	Kocuria turfanensis HO-9042
G000196035	10612	2944528	0.0036039732004586136	Listeria monocytogenes EGD-e
G000407485	10582	5437454	0.001946131406353047	Enterococcus pallens ATCC BAA-351 Ente_pall_BAA-351_V2
G000315465	10551	2032016	0.005192380374957678	Actinobaculum massiliense ACS-171-V-Col2 ACS-171-V-COL2
G000374625	10473	2503561	0.004183241390962713	Brachymonas chironomi DSM 19884
G000724485	10471	3425208	0.003057040623518338	Bacillus methanolicus MGA3 ASM72448v1
G000798955	10459	1967154	0.00531681810371735	Firmicutes bacterium ZOR0006 ZOR0006.1
G001420855	10436	6227942	0.0016756739224610634	Bacillus thuringiensis YWC2-8
G000301075	10417	2332784	0.004465479872975809	Bergeyella zoohelcum ATCC 43767
G000430805	10386	3685547	0.0028180348805753935	Chitinilyticum aquatile DSM 21506
G000269565	10345	3861289	0.0026791571415659384	Coprobacillus sp. D6 PB_Copr_sp_D6_V1
G000455225	10345	2737487	0.003779013379789566	Megasphaera massiliensis NP3
G000185425	10339	2122126	0.0048720010027679785	Mobiluncus curtisii ATCC 51333
G000092365	10310	1986154	0.005190936855853071	Arcanobacterium haemolyticum DSM 20595
G000759445	10289	5647497	0.0018218690510149894	Pseudomonas lutea DSM 17257
G001542565	10284	4434904	0.0023188777028769958	Arthrobacter sp. ATCC 21022 ASM154256v1
G001433765	10231	2705076	0.0037821488194786394	Lactobacillus coryniformis subsp. coryniformis KCTC 3167 = DSM 20001
G000009065	10216	4829855	0.0021151773707492254	Yersinia pestis CO92 ASM906v1
G000145035	10203	4404886	0.0023162914999389312	Butyrivibrio proteoclasticus B316
G001639025	10187	2345615	0.004342997465483466	Corynebacterium afermentans subsp. afermentans LCDC880199
G000368925	10148	5026532	0.002018886978139202	Acinetobacter bereziniae LMG 1003 = CIP 70.12
G000178475	10138	1540806	0.0065796732359557275	Lactobacillus amylolyticus DSM 11664 ASM17847v1
G000161935	10082	1725829	0.005841830216087457	Lactobacillus coleohominis 101-4-CHN
G001586165	10082	5011796	0.0020116541056339884	Obesumbacterium proteus DSM 2777
G000583655	10053	2844682	0.0035339626713987715	Lactobacillus farraginis DSM 18382 = JCM 14108
G000156015	10037	2496039	0.004021171143559856	Butyrivibrio crossotus DSM 2876
G000467065	10020	6378970	0.0015707865062854975	Pseudomonas fuscovaginae ICMP 5940 ICMP5940
G000013625	9983	4110251	0.0024288054427819613	Janthinobacterium sp. Marseille ASM1362v1
G900113675	9944	2437433	0.004079701883087658	Pisciglobus halotolerans DSM 27630
G001420715	9920	5297592	0.0018725488863619547	Bacillus shackletonii LMG 18435
G000702585	9912	3037601	0.003263101375065389	Exiguobacterium aurantiacum DSM 6208
G000018685	9892	4847594	0.0020405999347305076	Lachnoclostridium phytofermentans ISDg
G000469305	9891	1946426	0.005081621392233766	Faecalitalea cylindroides ATCC 27803
G000435075	9889	2634773	0.003753264512730319	Bacteroides sp. CAG:770 MGS770
G001278755	9883	4215291	0.0023445593673129565	Bacillus sp. FJAT-22090 ASM127875v1
G001486445	9857	2090771	0.004714528755181701	Eggerthellaceae bacterium AT8 Hugonella massiliensis
G000443165	9856	4145786	0.002377353775616976	Thauera terpenica 58Eu
G000688115	9854	4402495	0.002238276250171778	Polaromonas sp. EUR3 1.2.1 ASM68811v1
G000484635	9854	3681020	0.002676975403556623	Comamonas badia DSM 17552
G001434475	9783	2651315	0.003689867103682512	Lactobacillus suebicus DSM 5007 = KCTC 3549 DSM 5007
G000007805	9773	6538260	0.0014947401908152933	[Pseudomonas syringae] pv. tomato str. DC3000
G001486165	9766	2806977	0.0034791877525181003	Bittarella massiliensis GD6
G000368825	9753	3535739	0.0027584049614521886	Acinetobacter ursingii DSM 16037 = CIP 107286
G001312845	9753	3562239	0.0027378847966124677	Lactobacillus collinoides DSM 20515 = JCM 1123
G001887245	9730	2667837	0.0036471493573258036	Neomicrococcus aestuarii B18
G001525595	9724	5210440	0.0018662531379307697	Vibrio alginolyticus LMG 11650
G000771795	9613	2359414	0.004074316758313717	Gallibacterium anatis Gerl.3348/80
G000739795	9565	6795583	0.0014075319218380528	Paraburkholderia kururiensis subsp. thiooxydans NBRC 107107
G000741285	9550	2170490	0.004399928126828504	Bifidobacterium mongoliense DSM 21395 Bifmon
G000525655	9538	2719616	0.0035071127688614864	Corynebacterium falsenii DSM 44353 BL 8171
G001678905	9527	2392314	0.003982336766829103	Dermabacter vaginalis AD1-86
G001807285	9520	2422248	0.0039302334030206654	Actinomyces sp. HMSC06A08 ASM180728v1
G000198775	9492	3750138	0.002531106855267726	Paraburkholderia rhizoxinica HKI 454 isolate B1
G001434695	9464	1590323	0.005950992345580112	Lactobacillus algidus DSM 15638
G001572725	9393	4922834	0.0019080472752077361	Serratia rubidaea 1122
G000829545	9387	2981524	0.003148389883831222	Enterococcus gallinarum A6981
G000450985	9374	4323423	0.0021681894184307202	Clostridioides difficile P28
G001040945	9360	5509723	0.0016988149857987416	Herbaspirillum seropedicae Z67
G001435835	9349	1898108	0.004925431008140738	Lactobacillus concavus DSM 17758
G000016985	9338	4929566	0.0018942844055643033	Alkaliphilus metalliredigens QYMF
G900129815	9333	2622699	0.003558547892838637	Asaccharospora irregularis DSM 2635
G001050115	9308	3381292	0.002752793902449123	Bacillus smithii DSM 4216
G000169035	9286	2439869	0.0038059420403308538	Collinsella aerofaciens ATCC 25986
G000236665	9255	3806980	0.0024310608408764952	Dechlorosoma suillum PS
G001440475	9253	8817291	0.0010494152909323283	Bradyrhizobium lablabi CCBAU 23086
G000752395	9237	4050101	0.0022806838644270845	Bacillus andreraoultii (G000752395)
G000411375	9234	2722973	0.003391146368326091	Corynebacterium pyruviciproducens ATCC BAA-1742
G000620925	9233	2146492	0.004301436949217607	Conchiformibius steedae DSM 2580
G000159075	9221	6920457	0.0013324264568076935	Bacteroides sp. D2 Bact_sp_D2_V2
G000364325	9215	1706966	0.005398467221959898	Atopobium minutum 10063974
G000161995	9212	1790058	0.005146201966640187	Jonquetella anthropi E3_33 E1
G000577555	9199	2472125	0.0037210901552308237	Corynebacterium jeddahense JCB
G001311785	9173	2420749	0.00378932305662421	Lactobacillus saniviri JCM 17471 = DSM 24301 JCM 17471
G000354175	9166	5146637	0.0017809688151699838	Vibrio alginolyticus NBRC 15630 = ATCC 17749
G000165905	9141	2214656	0.004127503323315224	Bifidobacterium bifidum PRL2010
G001702115	9123	1389742	0.0065645278044414	Lactobacillus lindneri TMW 1.1993
G000260965	9118	2745290	0.00332132488735252	Methylophaga frappieri JAM7
G000832075	9098	3385516	0.0026873303803615165	Sanguibacteroides justesenii OUH 308042
G900142165	9091	4402942	0.002064755792831248	Hespellia stercorisuis DSM 15480
G000513215	9090	5113802	0.0017775424234258582	Serratia marcescens subsp. marcescens Db11
G000016325	9071	4676461	0.0019397146688489436	Enterobacter sp. 638 ASM1632v1
G001051995	9065	4171754	0.0021729469187301074	Thauera humireducens SgZ-1
G000155955	9059	2577056	0.003515251511802615	Mitsuokella multacida DSM 20544
G001604445	9012	1935087	0.00465715494962242	Synergistales bacterium Syner_02 ASM160444v1
G001713375	9001	4674684	0.001925477743522343	Hydrogenophaga sp. RAC07 ASM171337v1
G000270185	8990	2068732	0.004345657146503269	Melissococcus plutonius ATCC 35311
G001435445	8988	2746576	0.00327243811931656	Lactobacillus paralimentarius DSM 13961 = JCM 10707 DSM 13961
G000876205	8897	1904253	0.004672173287898194	Lactobacillus wasatchensis WDC04
G001243895	8871	3987368	0.0022247758421093814	Bacillus testis SIT10
G000021025	8862	3169329	0.002796175468056488	Laribacter hongkongensis HLHK9
G000015725	8856	4643639	0.0019071249939971648	Methylibium petroleiphilum PM1
G001188915	8854	2582931	0.0034278887047311754	Staphylococcus schleiferi 2317-03
G000177535	8853	2601311	0.003403283959511185	Corynebacterium resistens DSM 45100
G000980835	8849	2354065	0.0037590295934904093	Corynebacterium kutscheri DSM 20755
G000371425	8843	4803668	0.0018408849237707518	[Clostridium] innocuum 2959
G000159335	8840	1604632	0.005509051296496642	Lactobacillus jensenii JV-V16
G900106055	8839	2430293	0.0036370100230712923	Actinomyces radingae DSM 9169
G001941345	8779	2862233	0.0030671856553956297	Corynebacterium stationis 622=DSM 20302
G001559115	8761	2647552	0.0033090945900212726	Staphylococcus simulans FDAARGOS_124
G001314305	8761	4138297	0.0021170544308443786	Stenotrophomonas acidaminiphila ZAC14D2_NAIMI4_2
G001560465	8755	2251982	0.0038876864912774614	Sulfolobus acidocaldarius NG05B_C06_06
G001403775	8745	2232000	0.003918010752688172	Helcobacillus massiliensis FF11
G000008505	8738	5314794	0.0016440900625687468	[Bacillus thuringiensis] serovar konkukian str. 97-27
G000183525	8657	3384656	0.0025577193073683118	[Eubacterium] cellulosolvens 6
G001440405	8652	8845258	0.0009781512308629098	Bradyrhizobium valentinum LmjM3
G000732725	8651	4676087	0.0018500511218033369	Clostridium sp. KNHs209 ASM73272v1
G000702945	8642	6360979	0.0013585959016685955	Clostridium sp. KNHs205 ASM70294v1
G000375405	8574	2634691	0.0032542715635343953	Bacteroides propionicifaciens DSM 19291 = JCM 14649 DSM 19291
G000757825	8573	4876443	0.0017580437216225024	Cedecea neteri SSMD04
G000196395	8570	5040536	0.00170021600877367	Aeromonas salmonicida subsp. salmonicida A449
G001027865	8562	2397977	0.003570509642085808	Neisseria arctica KH1503
G000768065	8557	5020969	0.001704252705005747	Aquabacterium sp. NJ1 ASM76806v1
G900163845	8552	3394463	0.002519397029810017	Luteococcus japonicus LSP_Lj1
G000482545	8546	4660196	0.001833828448417191	Arthrobacter sp. 35W ASM48254v1
G900105865	8485	1998342	0.004246019950538997	Arcanobacterium phocae DSM 10002
G001482365	8482	3638342	0.0023312816662094987	Kocuria flava HO-9041
G001013375	8478	3001027	0.0028250328970715693	Lactobacillus casei N87
G000024405	8427	4486650	0.0018782387750325967	Sebaldella termitidis ATCC 33386
G000599885	8383	4091152	0.002049056109379461	Pantoea sp. IMH IMH
G001458115	8382	4207226	0.0019922866040474174	Gracilibacillus massiliensis Awa-1
G001278705	8380	4597707	0.0018226476806808263	Bacillus gobiensis FJAT-4402
G000025305	8375	2329769	0.0035947769929121727	Acidaminococcus fermentans DSM 20731
G001685155	8368	2325453	0.0035984386697989596	Actinobaculum suis C1-9-1
G000184745	8367	6550056	0.0012773936589244427	Variovorax paradoxus EPS
G000741785	8361	2812864	0.002972415303406066	Bifidobacterium stellenboschense DSM 23968
G900142485	8344	3826342	0.0021806728201504205	Fibrobacter sp. UWB12 IMG-taxon 2700988683 annotated assembly
G000344785	8339	2928683	0.0028473549373558013	Corynebacterium callunae DSM 20147 ASM34478v1
G001647675	8318	3048277	0.002728754637455848	Acinetobacter sp. NCu2D-2 ASM164767v1
G000582705	8311	3252254	0.0025554584605015475	Microbacterium sp. C448 MIC448
G900103375	8298	4365123	0.0019009773607754007	Pseudomonas balearica DSM 6083
G001244545	8293	3594189	0.00230733553522088	Candidatus Stoquefichus sp. SB1 Stoquefichus jeddahense
G000436135	8284	3749602	0.0022093011471617523	Bacteroides dorei CAG:222 MGS222
G000407245	8280	4614282	0.0017944286890138055	Enterococcus avium ATCC 14025 Ente_aviu_ATCC14025_V2
G000772105	8277	5540337	0.0014939524436870899	Vibrio tubiashii ATCC 19109 ASM77210v1
G000226875	8277	2354550	0.003515321398993438	Neisseria shayeganii 871
G001487105	8252	3069885	0.002688048575109491	Ruminococcus sp. AT10 Ruminococcus phoceensis
G000300995	8231	3664876	0.0022459150050370053	Alcanivorax hongdengensis A-11-3
G001045675	8228	3236325	0.0025423899021266407	Megasphaera cerevisiae DSM 20462
G000160095	8215	7163884	0.0011467243188192327	Hungatella hathewayi DSM 13479
G000420425	8213	2338426	0.003512191533963444	Actinomyces vaccimaxillae DSM 15804
G001750685	8201	5817221	0.0014097796868986067	Geosporobacter ferrireducens IRF9
G000155855	8149	3028326	0.002690925613688883	[Bacteroides] pectinophilus ATCC 43243
G000436915	8145	3095055	0.0026316172087410402	Prevotella sp. CAG:1092 MGS1092
G000307855	8144	4223247	0.0019283740685780396	Bacillus azotoformans LMG 9581
G001263755	8143	2563723	0.0031762401788336726	Corynebacterium riegelii PUDD_83A45
G001305115	8135	2997790	0.0027136657337572014	Clostridia bacterium UC5.1-1E11 ASM130511v1
G001420595	8130	5315603	0.0015294595928251225	Bacillus solani FJAT-18043
G000515315	8127	3715967	0.002187048485629716	Asinibacterium sp. OR53 ASM51531v1
G000445145	8109	4848286	0.0016725498454505366	Sphingobium baderi LL03 ASM44514v1
G000026125	8102	3424307	0.0023660261769753704	Herminiimonas arsenicoxydans ASM2612v1
G001955715	8096	4264855	0.0018983060385405835	Rhodoferax saidenbachensis DSM 22694
G000735695	8090	2853560	0.0028350551591695985	Chryseobacterium haifense DSM 19056
G001021025	8073	2692072	0.002998805381133937	Corynebacterium epidermidicanis DSM 45586
G000196735	8063	3980199	0.002025778108079521	Bacillus amyloliquefaciens DSM 7
G001418245	8045	2259819	0.0035600196298907123	Tepidiphilus thermophilus JCM 19170 ASM141824v1
G000237805	8016	1675934	0.004783004581325995	Jonquetella anthropi DSM 22815
G000686065	8013	3464030	0.0023132016755051197	Butyrivibrio sp. AE3003 ASM68606v1
G000445105	7997	5360246	0.001491909139990963	Sphingobium lactosutens DS20
G000431915	7996	2618993	0.0030530818524524502	Prevotella sp. CAG:386 MGS386
G001543405	7991	3032522	0.002635100421365451	bacterium P201 ASM154340v1
G000772365	7980	2483375	0.003213368903206322	Gallibacterium anatis 12158-5
G000143825	7955	2349953	0.0033851740864604524	Corynebacterium genitalium ATCC 33030
G001748365	7954	5111250	0.001556175103937393	Fusibacter sp. 3D3 ASM174836v1
G000164985	7938	6238510	0.001272419215485749	Paenibacillus polymyxa SC2
G001476815	7934	5546132	0.0014305465502804477	Pseudacidovorax intermedius NS331
G001421705	7918	4483623	0.0017659825547330808	Xylophilus sp. Leaf220 Leaf220
G000820725	7918	2878449	0.0027507869689544612	Actinomyces polynesiensis MS2
G000972575	7917	2826849	0.0028006448168968346	Staphylococcus cohnii subsp. cohnii 532
G000466465	7912	6640751	0.0011914315112853953	Clostridium sp. KLE 1755 ASM46646v2
G000169655	7861	4720694	0.0016652212577218518	Yersinia pestis biovar Mediaevalis str. K1973002
G000739995	7857	3505986	0.0022410243509243906	Comamonas granuli NBRC 101663
G000187625	7856	1635292	0.004804034998030933	Helicobacter suis HS1
G000019905	7830	3040786	0.0025749921237469523	Exiguobacterium sibiricum 255-15
G000024065	7829	2749646	0.002847275612933447	Jonesia denitrificans DSM 20603
G000250655	7828	8739048	0.0008957497429926005	Paenibacillus mucilaginosus 3016
G000832905	7817	3366995	0.0023216547693121017	Bacillus coagulans DSM 1 = ATCC 7050 ASM83290v1
G000013605	7805	4969784	0.0015704907899417762	Rhodoferax ferrireducens T118 DSM 15236
G000816185	7792	1465081	0.005318477271905103	Campylobacter insulaenigrae NCTC 12927
G000407505	7787	3910972	0.001991065136748614	Enterococcus phoeniculicola ATCC BAA-412 Ente_phoe_BAA-412_V2
G001297765	7773	4602545	0.0016888482350525633	Trabulsiella odontotermitis TbO2.3
G000434455	7752	2870611	0.0027004703876631142	Prevotella sp. CAG:5226 MGS5226
G000383435	7744	2631123	0.002943229944020101	Lactobacillus parabrevis ATCC 53295 RODS-DW
G000143145	7743	3638969	0.00212780048414812	Hyphomicrobium denitrificans ATCC 51888
G001046635	7727	5313474	0.0014542274978667441	Novosphingobium barchaimii LL02
G000429105	7711	2294128	0.0033611899597581303	Actinomyces suimastitidis DSM 15538
G001709315	7709	5115241	0.001507064867520416	Pantoea agglomerans C410P1
G000771805	7687	2258534	0.0034035352135500284	Gallibacterium anatis CCM5995
G001436315	7671	1680526	0.004564642260815959	Lactobacillus aviarius subsp. aviarius DSM 20655
G000376425	7661	3609948	0.0021221912337795446	Thiobacillus denitrificans DSM 12475
G000725405	7656	3113642	0.002458856862799256	Dermacoccus nishinomiyaensis M25
G001422445	7638	6735869	0.0011339294157888165	Pseudorhodoferax sp. Leaf274 Leaf274
G000488255	7633	3211639	0.0023766681124497493	Acinetobacter indicus CIP 110367
G001017435	7631	6476147	0.0011783240868374358	[Polyangium] brachysporum DSM 7029
G000159315	7613	2721039	0.002797828329546177	Lactobacillus hilgardii DSM 20176 = ATCC 8290
G001578205	7603	3878815	0.0019601347318704294	Bacillus pumilus SH-B9
G001434835	7601	2918319	0.002604581610166675	Lactobacillus acidifarinae DSM 19394
G000014505	7581	1832387	0.004137226470172513	Pediococcus pentosaceus ATCC 25745
G000828895	7575	2574013	0.002942875579882464	Comamonadaceae bacterium A1 ASM82889v1
G000169155	7570	2889774	0.0026195820157562492	Thermosinus carboxydivorans Nor1
G001412575	7562	2948795	0.0025644373379634733	Limnohabitans sp. 103DPR2 ASM141257v1
G000508625	7554	2280313	0.003312703124527203	Varibaculum cambriense DORA_20
G000436035	7535	2983014	0.002525968701454301	Prevotella sp. CAG:732 MGS732
G000011245	7522	3630528	0.0020718749449115943	Oceanobacillus iheyensis HTE831
G900104615	7508	2580742	0.0029092408307378266	Phocea massiliensis Marseille-P2769
G001908775	7507	5625449	0.001334471257316527	Xanthomonas gardneri ICMP 7383
G000285915	7502	2349262	0.003193343271206021	Brevibacterium ravenspurgense 5401308 = CCUG 53855 5401308
G000349545	7499	3317267	0.002260595845917739	Leucobacter sp. UCD-THU Leucobacter sp. str. UCD-THU
G001618885	7497	2659676	0.002818764390850615	Staphylococcus condimenti DSM 11674 ASM161888v1
G001476195	7491	2296741	0.0032615780360084135	Kocuria kristinae RSA28
G001434225	7489	2498521	0.002997373246012341	Lactobacillus nagelii DSM 13675
G000225705	7485	2492085	0.003003509109841759	Collinsella tanakaei YIT 12063
G000403335	7472	4967607	0.0015041447521915482	Lachnospiraceae bacterium COE1 Lach_bact_COE1_V1
G000711235	7470	4299196	0.0017375341808096212	Prevotella sp. 10(H) ASM71123v1
G000010085	7466	4292502	0.0017393119444091116	Sodalis glossinidius str. 'morsitans' morsitans
G001584185	7448	5730025	0.0012998198088140977	Collimonas pratensis Ter91
G000741715	7446	2787036	0.0026716554791541983	Bifidobacterium saguini DSM 23967 Bifsag
G001434315	7398	1832229	0.004037704893875165	Lactobacillus oligofermentans DSM 15707 = LMG 22743 DSM 15707
G000338055	7397	3257466	0.002270783486304999	Brachybacterium muris UCD-AY4
G001940845	7380	2213674	0.003333824221633357	Christensenellaceae bacterium Phil7 ASM194084v1
G000005825	7367	4249248	0.001733718530902409	Bacillus pseudofirmus OF4
G000423485	7359	2035623	0.0036151094775407826	Propionimicrobium lymphophilum DSM 4903
G000242955	7339	3098456	0.0023685990699884073	Eubacterium sp. 3_1_31 Eubact_sp_3_1_31_V1
G001261715	7317	4494139	0.0016281205365477126	Dysgonomonas sp. HGC4 HGC4_v3
G000517425	7306	5159425	0.0014160492690561447	Sodalis praecaptivus HS1
G000224985	7306	2066652	0.0035351863787420426	Lactobacillus ruminis ATCC 27782
G900113975	7299	4889663	0.0014927409107744235	Chryseobacterium indologenes DSM 16777
G000428705	7297	1807123	0.004037909981777665	Acholeplasma axanthum ATCC 25176
G001435585	7286	3309179	0.002201754574170814	Lactobacillus perolens DSM 12744
G000723525	7279	4082902	0.0017828005668517148	Halobacillus trueperi HT-01
G900093775	7272	4607442	0.001578316124218167	Bacillus glycinifermentans isolate BGLY
G001055535	7272	2266283	0.003208778427054344	Arcanobacterium haemolyticum 64_AHAE
G001693385	7265	8322773	0.0008729061816296083	Bradyrhizobium icense LMTR 13
G000019205	7248	1571661	0.004611681526741454	Campylobacter lari RM2100
G000463155	7244	4236729	0.001709809619638169	Siccibacter turicensis LMG 23730
G000271445	7242	3426323	0.002113636104943988	Lactobacillus pentosus KCA1
G000364225	7231	6508819	0.0011109542299455554	Eubacterium plexicaudatum ASF492
G000828915	7227	2623236	0.002754994213254164	Comamonadaceae bacterium B1 ASM82891v1
G001434845	7213	2298009	0.003138804069087632	Lactobacillus hordei DSM 19519
G000154245	7210	2954616	0.0024402494266598435	Clostridium sp. L2-50 ASM15424v1
G000153885	7193	2870795	0.00250557772324391	Eubacterium ventriosum ATCC 27560
G001690535	7180	2551594	0.0028139272940757814	Gilliamella apicola Bif1-4
G000434095	7176	4457568	0.0016098464454159757	Bacteroides fragilis CAG:47 MGS47
G000017705	7174	6058377	0.0011841455228025592	Vibrio campbellii ATCC BAA-1116 ASM1770v1
G001483845	7172	2127266	0.003371463653346596	Campylobacter coli OR12
G001273835	7162	4141170	0.0017294629295585547	Leucobacter celer subsp. astrifaciens CBX151
G000559025	7161	4295921	0.0016669300948504407	Luteimonas huabeiensis HB2
G000007825	7145	5427083	0.001316545186428879	Bacillus cereus ATCC 14579
G000007845	7143	5227293	0.0013664816569494	Bacillus anthracis str. Ames
G000435795	7130	2855675	0.002496782722123491	Clostridium sp. CAG:58 MGS58
G000320345	7116	1352640	0.005260823278921221	Weissella ceti NC36
G001679275	7101	2637244	0.0026925836213865686	Moraxella osloensis CCUG 67237
G001406695	7057	4283273	0.0016475718451754067	[Clostridium] innocuum 2789STDY5834853
G001408515	7042	3833324	0.001837047951073272	Jannaschia seosinensis CECT 7799
G001078275	7032	4912977	0.001431311402434817	Bordetella hinzii F582
G001434275	7030	2336411	0.003008888419032439	Lactobacillus mindensis DSM 14500
G000741165	7021	3252147	0.002158881501973927	Bifidobacterium biavatii DSM 23969 Bifbia
G001049335	7015	5350059	0.001311200493302971	Brenneria goodwinii OBR1
G000015345	6989	1389350	0.0050304099039119015	Dichelobacter nodosus VCS1703A
G000196095	6987	5165770	0.0013525573147855983	Vibrio parahaemolyticus RIMD 2210633 ASM19609v1
G000177235	6969	4681672	0.001488570749937202	Bacillus cellulosilyticus DSM 2522
G000176775	6969	2452380	0.002841729258923984	Mobiluncus mulieris 28-1
G001543175	6959	1974262	0.0035248614418957563	Aerococcus urinae CCUG36881
G001812065	6954	2405291	0.002891126271207933	Actinomyces sp. HMSC072A03 ASM181206v1
G001457455	6945	2463666	0.0028189697791827302	Corynebacterium diphtheriae NCTC11397
G001375495	6941	2633477	0.0026356789901715487	Flaviflexus massiliensis SIT4
G001434065	6932	1910253	0.0036288386930945797	Lactobacillus sakei subsp. sakei DSM 20017 = JCM 1157 DSM 20017
G001435195	6924	2639652	0.0026230730414463724	Lactobacillus satsumensis DSM 16230 = JCM 12392 DSM 16230
G000154465	6901	2550678	0.0027055551504345117	Alistipes putredinis DSM 17216
G001832905	6892	2157756	0.003194059013159968	Anthococcus sp. DF1 ASM183290v1
G000242195	6877	4414579	0.0015577929401648493	Erysipelotrichaceae bacterium 21_3 Erys_bact_21_3_V1
G001188545	6876	2855818	0.002407716458121631	Enhydrobacter aerosaccus CGMCC9176
G000800955	6868	3013087	0.002279389874902384	Kocuria sp. ZOR0020 ZOR0020.1
G000816345	6852	1517949	0.004513985647739153	Campylobacter volucris LMG 24379
G000008465	6783	2839318	0.002388953967114638	Idiomarina loihiensis L2TR
G000950575	6765	3599434	0.0018794621598840263	Arthrobacter sp. IHBB 11108 ASM95057v1
G001481655	6753	4457748	0.001514890478331211	Myroides odoratimimus PR63039
G900112085	6749	3082721	0.0021892996479408937	Acetitomaculum ruminis DSM 5522
G000196815	6743	4317083	0.0015619342968388608	Nitrospira defluvii ASM19681v1
G001432245	6742	2822193	0.002388922373487568	Staphylococcus equorum KS1039
G000308295	6737	5334146	0.0012629950511290843	Afipia birgiae 34632
G001665955	6671	2366960	0.00281838307364721	Corynebacterium sp. EPI-003-04-2554_SCH2473622 ASM166595v1
G000410875	6661	4642307	0.0014348469414021952	Pseudomonas pelagia CL-AP6
G000964565	6637	3699725	0.0017939171154612843	Yersinia ruckeri Big Creek 74
G000746645	6627	4335793	0.0015284401261776105	Acinetobacter baumannii AB30
G000703005	6616	2804489	0.00235907504005186	Pseudobutyrivibrio ruminis HUN009
G000008165	6608	5228663	0.0012638030027944047	Bacillus anthracis str. Sterne ASM816v1
G000732905	6597	1355853	0.004865571710207522	Weissella ceti WS08
G001422405	6595	6530331	0.0010099028670981609	Pseudorhodoferax sp. Leaf267 Leaf267
G000026405	6594	1896614	0.003476722200721918	Leuconostoc citreum KM20
G000373185	6588	3455832	0.0019063426694353198	Prevotella paludivivens DSM 17968 = JCM 13650 DSM 17968
G000245775	6569	2562512	0.0025635001904381325	Megamonas funiformis YIT 11815
G001436275	6553	2117633	0.0030944927662158645	Lactobacillus oeni DSM 19972
G001553955	6542	2649137	0.002469483458197896	Moraxella osloensis CCUG 350 ASM155395v1
G001276625	6539	1313645	0.004977752741417963	Achromatium sp. WMS1 ASM127662v1
G000022005	6537	4042929	0.0016168970565646837	Caulobacter crescentus NA1000
G000275725	6532	3693745	0.0017683949487579678	Halomonas stevensii S18214
G000401175	6526	2839759	0.002298082337268761	Idiomarina loihiensis GSL 199
