gotu	covered_length	total_length	coverage_ratio	strain
G000252855	1994	2164087	0.0009214047309558257	Riemerella anatipestifer ATCC 11845 = DSM 15868 ATCC 11845
G000143625	1993	2067400	0.0009640127696623779	Candidatus Regiella insecticola LSR1
G001562845	1992	1504164	0.0013243236774713395	Atopobium vaginae CMW7778A
G000855665	1990	2864292	0.0006947615676055375	Lysobacter sp. A03 ASM85566v1
G000953695	1990	4635126	0.0004293302922078062	Aliivibrio wodanis AWOD1
G001014645	1989	3945173	0.0005041604005705199	Luteimonas sp. FCS-9 ASM101464v1
G000157955	1985	3245471	0.0006116215489215587	Subdoligranulum variabile DSM 15176
G000306785	1983	5575517	0.0003556620847896258	Modestobacter marinus BC501
G000259095	1978	4598615	0.00043012950638398733	Citreicella sp. 357 ASM25909v1
G000192575	1973	4182647	0.0004717108567851889	Novosphingobium nitrogenifigens DSM 19370 NovNit_2.0
G001812395	1973	1922812	0.0010261013557227644	Actinomyces sp. HMSC075B09 ASM181239v1
G000702285	1971	3848685	0.0005121229718722109	Bacteroides sp. Ga6A1 ASM70228v1
G001427925	1963	4984412	0.0003938277975416157	Nocardioides sp. Root151 Root151
G001654855	1960	3695744	0.0005303397637931632	Cosenzaea myxofaciens ATCC 19692
G000576595	1950	4636528	0.00042057332555739987	Intrasporangium oryzae NRRL B-24470
G000478905	1945	1151074	0.0016897262904035709	Candidatus Pantoea carbekii ASM47890v1
G001515305	1943	4390819	0.00044251425531318875	Aquitalea pelogenes CCM 7557
G000714935	1939	4874793	0.0003977604792654786	Tumebacillus flagellatus GST4
G001705565	1939	4282698	0.0004527519801769819	Xanthomonas fragariae isolate Fap21
G000980835	1938	2354065	0.000823256791974733	Corynebacterium kutscheri DSM 20755
G000332975	1938	5092029	0.00038059484735848914	Gordonia aichiensis NBRC 108223
G000768855	1937	2392483	0.0008096191279102087	Porphyromonadaceae bacterium COT-184 OH4590 ASM76885v1
G000633215	1936	3617767	0.000535136729369249	Microbacterium paraoxydans DH1b
G000025345	1932	5322497	0.00036298752258573375	Geodermatophilus obscurus DSM 43160
G001641285	1931	4227172	0.00045680658369235983	Dyella thiooxydans ATSB10
G000333395	1931	3653363	0.0005285541020697916	Microbacterium sp. B19 ASM33339v1
G001483845	1931	2127266	0.0009077379133592132	Campylobacter coli OR12
G000803065	1927	5739859	0.0003357225325569844	Sphingomonas sp. ERG5 ASM80306v1
G900112475	1927	3950845	0.0004877437611447678	Pragia fontium DSM 5563 = ATCC 49100 DSM 5563
G000024285	1926	3205686	0.0006008074402795532	Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446
G000469465	1925	1604508	0.0011997447192535033	Gemella bergeriae ATCC 700627
G000222125	1924	4796529	0.0004011233956888408	Pseudomonas sp. S9 ASM22212v2
G000297025	1923	1905398	0.0010092379649815945	Lactobacillus pasteurii DSM 23907 = CRBIP 24.76 type strain:CRBIP 24.76
G001449115	1921	5345702	0.0003593541128929372	Terracidiphilus gabretensis S55
G000379425	1921	2944170	0.0006524759100187829	Corynebacterium lubricantis DSM 45231
G000159235	1919	1430526	0.0013414646081231659	Atopobium vaginae DSM 15829 ASM15923v2
G000010185	1917	1986740	0.000964897268892759	Finegoldia magna ATCC 29328
G001247745	1917	4464286	0.00042940797251788976	Luteipulveratus halotolerans C296001
G001690435	1916	2857512	0.0006705133696726383	Gilliamella apicola Nev3-1
G000407165	1915	3581919	0.0005346296217195308	Enterococcus haemoperoxidus ATCC BAA-382 Ente_haem_BAA-382_V2
G000155715	1915	2625605	0.0007293557103981749	gamma proteobacterium HTCC5015 ASM15571v1
G001435035	1912	3125880	0.0006116677543603721	Lactobacillus manihotivorans DSM 13343 = JCM 12514 DSM 13343
G000747155	1909	3056622	0.0006245456585734187	Arenimonas metalli CF5-1
G000745725	1908	7318924	0.00026069405830693145	Agrobacterium rhizogenes YR147
G001704375	1905	3531586	0.0005394177007157691	Alishewanella sp. HH-ZS ASM170437v1
G000019205	1904	1571661	0.0012114571781064746	Campylobacter lari RM2100
G000511655	1898	3066842	0.0006188776598207537	Psychrobacter sp. TB15 PsyTB15_v1.0
G001807435	1898	2168922	0.0008750890995619021	Actinomyces sp. HMSC08A01 ASM180743v1
G000307855	1897	4223247	0.0004491804528600861	Bacillus azotoformans LMG 9581
G000228385	1897	2073661	0.0009148071936541218	Streptococcus sobrinus TCI-376
G001429555	1893	4386361	0.0004315650262256116	Nocardioides sp. Soil797 Soil797
G001431485	1891	3374112	0.0005604437552754621	Stenotrophomonas ginsengisoli DSM 24757
G900115315	1890	2655673	0.0007116840062763751	Capnocytophaga haemolytica DSM 11385
G000732945	1887	2359448	0.0007997633344748432	Corynebacterium atypicum R2070
G000480315	1886	3321549	0.0005678073693930151	Brucella suis 06-988-1656
G000261485	1886	5964336	0.00031621290282774145	Ensifer sojae CCBAU 05684
G000472505	1884	3401613	0.0005538548917822222	Luteimonas sp. J29 ASM47250v1
G001702175	1883	3663708	0.0005139601736819637	Lactobacillus paracollinoides TMW 1.1994
G000164635	1883	5100977	0.0003691449696793379	Roseomonas cervicalis ATCC 49957
G000230225	1882	1814786	0.0010370368737691387	Streptococcus mutans TCI-99
G001429255	1880	4247614	0.0004426014228223186	Cellulomonas sp. Root930 Root930
G000468755	1879	2724935	0.0006895577325697677	Olsenella profusa F0195
G000820845	1877	3788560	0.0004954389002681757	Pyrinomonas methylaliphatogenes type strain:K22
G001887245	1874	2667837	0.0007024417158919379	Neomicrococcus aestuarii B18
G000708045	1869	3890033	0.00048045864906544496	Marinobacter nitratireducens AK21
G000425385	1862	6110349	0.000304728911556443	Pseudoduganella violaceinigra DSM 15887
G000012665	1858	3730232	0.000498092343854216	Desulfovibrio alaskensis G20
G000021025	1856	3169329	0.0005856129168035252	Laribacter hongkongensis HLHK9
G000426685	1854	4460203	0.00041567614747579874	Solimonas flava DSM 18980
G000214215	1851	3899940	0.00047462268650286926	Marinomonas posidonica IVIA-Po-181
G000228205	1851	2073661	0.0008926242042455348	Streptococcus sobrinus TCI-349
G001421995	1845	3733197	0.0004942144762250693	Sphingomonas sp. Leaf231 Leaf231
G000377645	1842	4204671	0.00043808421633939967	Thiomonas sp. FB-6 ASM37764v1
G001010805	1840	3481669	0.0005284821733484717	Spongiibacter sp. IMCC21906 ASM101080v1
G001701295	1835	2907774	0.000631066926109113	Bacteroidales bacterium H10 ASM170129v1
G000701445	1835	3220540	0.0005697802231923839	Brevundimonas bacteroides DSM 4726
G000229145	1834	1829200	0.001002624097966324	Streptococcus mutans TCI-164
G001278115	1832	4533022	0.0004041454023386606	Flavobacterium akiainvivens IK-1
G000228805	1828	1809107	0.0010104432739467593	Streptococcus mutans TCI-110
G000347835	1827	1976204	0.0009244996973996612	Streptococcus mutans KK23
G000171775	1826	9161841	0.00019930492135805458	Gemmata obscuriglobus UQM 2246
G000475415	1820	3668536	0.0004961107101034309	Halomonas sp. PBN3 De Novo assembly
G000688255	1819	3600773	0.0005051693067016443	Simplicispira psychrophila DSM 11588
G000245795	1812	1717767	0.001054857847426339	Facklamia languida CCUG 37842
G000797445	1807	4017534	0.0004497783963993833	Lacinutrix jangbogonensis PAMC 27137
G000447675	1806	2889325	0.0006250594862121776	Treponema pedis str. T A4
G000344155	1805	4632332	0.0003896525551277413	Gordonia paraffinivorans NBRC 108238
G001429315	1803	4415595	0.0004083254918080123	Lysobacter sp. Root96 Root96
G000970465	1801	5750119	0.00031321090920031396	Devosia insulae DS-56
G000013085	1794	4406557	0.0004071205705497512	Rhodospirillum rubrum ATCC 11170
G000419445	1794	2944984	0.0006091713910839583	Gryllotalpicola ginsengisoli DSM 22003
G000620685	1794	6067264	0.00029568517209734073	Dongia sp. URHE0060 ASM62068v1
G000225325	1793	1375770	0.0013032701687055248	Lactobacillus sanfranciscensis TMW 1.1304
G001698145	1786	1788069	0.0009988428858170462	Leuconostoc lactis WiKim40
G000953855	1782	3121006	0.0005709697450117045	Mizugakiibacter sediminis skMP5
G000746155	1779	2957066	0.0006016098389417078	Prevotella sp. FD3004 ASM74615v1
G000310145	1778	4314265	0.00041212118402555244	Thauera sp. 28 ASM31014v2
G000745655	1774	6518058	0.0002721669552495544	Rhizobium leguminosarum OV483
G000752095	1774	2931144	0.000605224444790157	bacterium LF-3 Guyana massiliensis
G000229705	1773	1879409	0.0009433816694503431	Streptococcus mutans TCI-249
G000024925	1773	4253413	0.0004168417221652353	Sanguibacter keddieii DSM 10542
G001428405	1765	4548162	0.00038806885066978704	Frateuria sp. Soil773 Soil773
G000744515	1763	4895574	0.00036012120335633777	Sphingomonas wittichii YR128
G000420585	1763	2885106	0.0006110694026493308	Corynebacterium callunae DSM 20147 ASM42058v1
G001742045	1762	1675234	0.0010517933614050336	Lactobacillus jensenii TL2937
G900048895	1761	3671597	0.0004796278022887588	Neglecta timonensis SN17
G000297775	1761	2725870	0.000646032275933922	Sutterella wadsworthensis 2_1_59BFAA
G000154445	1760	2972256	0.0005921428033116932	Intestinibacter bartlettii DSM 16795
G000702465	1759	4705879	0.0003737877663237835	Geodermatophilaceae bacterium URHB0048 ASM70246v1
G000503895	1758	3653837	0.00048113804748268737	Hyphomicrobium nitrativorans NL23
G000026065	1755	1884661	0.0009312019509078822	Lactobacillus sakei subsp. sakei 23K
G000264055	1752	3955605	0.0004429158118669584	Flavobacterium sp. ACAM 123 Flav123_1.0
G000740785	1752	3439591	0.0005093628864594657	Paenirhodobacter enshiensis DW2-9
G000414445	1751	1573879	0.0011125378761645591	Gardnerella vaginalis JCP8481B
G000757525	1751	6385152	0.00027422996351535563	Rhizobium sp. YS-1r RRTA
G000411355	1748	2792342	0.0006259978183188162	Coprococcus sp. HPP0048 Copr_sp_HPP0048_V1
G001421665	1748	4822147	0.0003624941338370647	Sphingobium sp. Leaf26 ASM142166v1
G000367525	1747	3174691	0.0005502897762333405	Tetrasphaera elongata Lp2
G001865835	1746	4065010	0.00042951923857505886	Myroides sp. ZB35 ASM186583v1
G001902315	1745	2745675	0.0006355449934897612	Staphylococcus succinus 14BME20
G000743535	1742	2977056	0.0005851418313931615	Arenimonas donghaensis DSM 18148 = HO3-R19
G000414465	1736	1572875	0.0011037113565922276	Gardnerella vaginalis JCP8481A
G001592125	1733	3502678	0.0004947642917790331	Microbacterium hominis NBRC 15708
G000802225	1732	5027021	0.0003445380474837881	Novosphingobium malaysiense MUSC 273
G001690385	1731	2180622	0.0007938102064456838	Gilliamella apicola Choc6-1
G001432245	1730	2822193	0.0006129984731731671	Staphylococcus equorum KS1039
G001830325	1728	2112926	0.0008178232460578364	Polynucleobacter sp. GWA2_45_21 ASM183032v1
G000426365	1728	3159341	0.0005469495062419662	Arenimonas composti TR7-09 = DSM 18010
G000325245	1728	4453871	0.0003879771102485905	Yersinia pestis MGJZ3
G000154565	1723	3719688	0.0004632108929566136	Anaerotruncus colihominis DSM 17241
G000323785	1720	4588735	0.000374830971934531	Yersinia pestis C1989001
G000733915	1718	2673433	0.0006426194335148852	Caulobacteraceae bacterium PMMR1 ASM73391v1
G001690355	1715	2245186	0.0007638565357168626	Gilliamella apicola Choc4-2
G900163845	1715	3394463	0.0005052345540369714	Luteococcus japonicus LSP_Lj1
G000297215	1715	3029115	0.0005661719677199446	Piscirickettsia salmonis LF-89 = ATCC VR-1361 LF-89 ASM29721v2
G000518365	1714	6646877	0.00025786546072689476	Rhodospirillales bacterium URHD0088 ASM51836v1
G900100165	1711	3945433	0.00043366596264592507	Flavobacterium glycines Gm-149
G001642875	1709	6529821	0.000261722335114546	Planctomycetaceae bacterium FC18 ASM164287v1
G000701365	1709	5177578	0.000330077113275744	Blastococcus sp. URHD0036 ASM70136v1
G900112335	1707	4976641	0.0003430024387935557	Tropicimonas isoalkanivorans DSM 19548
G001747495	1706	2727353	0.000625514922344119	Cloacibacterium normanense NRS-1
G001423845	1706	3871084	0.0004407034308736261	Sphingomonas sp. Leaf357 Leaf357
G000972575	1698	2826849	0.0006006688011987906	Staphylococcus cohnii subsp. cohnii 532
G000344615	1696	6265216	0.0002707009622653074	Janthinobacterium sp. CG3 ASM34461v1
G001458075	1696	2740121	0.0006189507689623925	Idiomarinaceae bacterium HL-53 JGI assembly
G000153705	1693	3806238	0.00044479614779737895	Fulvimarina pelagi HTCC2506
G001267925	1692	4965474	0.0003407529673904244	Herbaspirillum hiltneri N3
G000298215	1690	4847237	0.0003486522321891832	Kineosphaera limosa NBRC 100340
G000226215	1685	3352817	0.0005025624720943612	Dietzia alimentaria 72
G000384135	1685	2085243	0.0008080593005227689	Succinispira mobilis DSM 6222
G000439085	1684	4219992	0.00039905288919978997	Leminorella grimontii ATCC 33999 = DSM 5078
G000228925	1683	1776306	0.0009474718882895176	Streptococcus mutans TCI-143
G000374325	1683	1441290	0.0011677039318943446	Allofustis seminis DSM 15817
G000422305	1679	3416011	0.0004915089559137837	Luteimonas mephitis DSM 12574
G000455225	1675	2737487	0.0006118750518267301	Megasphaera massiliensis NP3
G000320365	1673	2084664	0.000802527409692881	Moraxella macacae 0408225
G001457875	1671	2458350	0.0006797242052596253	Actinomyces ihumii SD1
G000154425	1670	3102987	0.000538191104248906	Coprococcus eutactus ATCC 27759
G000300815	1668	3910429	0.0004265516647917658	Gayadomonas joobiniege G7
G000835165	1665	2729219	0.0006100646375391642	Corynebacterium marinum DSM 44953
G000320945	1663	2999966	0.0005543396158489796	Idiomarina sp. 28-8 ASM32094v2
G000025225	1660	1809746	0.0009172557916967354	Mageeibacillus indolicus UPII9-5
G900156675	1659	3859465	0.00042985232409155155	Oleibacter marinus DSM 24913
G001427795	1658	5214697	0.0003179475240843332	Nocardioides sp. Root682 Root682
G000209655	1658	3924810	0.0004224408315306983	Pusillimonas sp. T7-7 ASM20965v1
G000373345	1654	2316529	0.0007139992635533594	Leptotrichia wadei DSM 19758
G001832905	1653	2157756	0.0007660736431737416	Anthococcus sp. DF1 ASM183290v1
G000495935	1647	4369828	0.0003769027064680807	Elizabethkingia anophelis NUHP1
G001046875	1647	3809986	0.00043228505301594284	Tetrasphaera jenkinsii Ben 74
G000340375	1645	1945158	0.0008456896560587881	Eggerthia catenaformis OT 569 = DSM 20559 OT 569
G001708185	1645	4763528	0.00034533228313132617	Lysinibacillus xylanilyticus SR-86
G000730385	1644	4308833	0.00038154182350534356	Alteromonas australica H 17
G900113405	1644	3937250	0.0004175503206552797	Palleronia marisminoris DSM 26347
G001305615	1643	4147426	0.00039614932249544657	Confluentimicrobium sp. EMB200-NS6 EMBL200_NS6
G001424385	1636	3580776	0.00045688420610504537	Curtobacterium sp. Leaf183 Leaf183
G000168975	1635	6561391	0.0002491849670290949	Labrenzia aggregata IAM 12614
G001006305	1635	6459122	0.0002531303790205542	Silvibacterium bohemicum S15
G000324725	1632	4410882	0.00036999402840520333	Yersinia pestis D1982001
G000013325	1630	4233314	0.0003850411285342878	Novosphingobium aromaticivorans DSM 12444
G001404335	1629	5545490	0.00029375222027269005	[Eubacterium] contortum 2789STDY5834876
G000970885	1629	4441410	0.0003667754159152161	Mycobacterium arupense GUC1
G000725165	1628	1808043	0.0009004210629946301	Gilliamella apicola SCGC AB-598-B02
G000184685	1628	4024382	0.00040453416201543494	Intrasporangium calvum DSM 43043
G000146185	1628	2831389	0.000574982808791021	[Eubacterium] eligens ATCC 27750
G000600975	1627	3188840	0.0005102168813737911	Loktanella hongkongensis DSM 17492
G000619965	1625	2731626	0.0005948837798439464	Propionibacteriaceae bacterium P6A17 ASM61996v1
G000229225	1625	1794749	0.000905419086457215	Streptococcus mutans TCI-176
G900111115	1622	3420562	0.00047419108321965805	Giesbergeria anulus ATCC 35958
G001636145	1620	2832153	0.0005720029956008733	Lactobacillus brevis BM-LB13908
G001062815	1616	1993894	0.0008104743782768793	Moraxella catarrhalis 157.rep2_MCAT
G000364605	1615	4434130	0.0003642202641780913	Nocardioides sp. Iso805N ASM36460v1
G001428565	1615	5014917	0.0003220392281666875	Nocardioides sp. Root190 Root190
G000714535	1615	3728293	0.0004331741094382872	Thioclava pacifica DSM 10166
G000703165	1614	4470907	0.00036100057549843915	Butyrivibrio sp. AE3004 ASM70316v1
G000768355	1614	3275062	0.0004928150978515827	Lysobacter daejeonensis GH1-9
G000229545	1614	1797735	0.000897796393795526	Streptococcus mutans TCI-224
G000005825	1614	4249248	0.00037983191378803966	Bacillus pseudofirmus OF4
G000328305	1614	4348607	0.00037115333714911466	Arthrobacter crystallopoietes BAB-32
G000818095	1613	4119509	0.0003915515174259845	Jeotgalibacillus malaysiensis ASM81809v1
G000160095	1613	7163884	0.00022515719126663691	Hungatella hathewayi DSM 13479
G000466965	1612	3896245	0.0004137316826842255	Loktanella cinnabarina LL-001
G001995415	1608	3281043	0.0004900880604124969	Salinivibrio sp. AR647 ASM199541v1
G000270305	1608	2835737	0.0005670483546252702	Clostridium sp. SY8519 ASM27030v1
G001483965	1607	2614401	0.000614672347509047	Carnobacterium sp. CP1 ASM148396v1
G000092865	1603	4123179	0.00038877768828372475	Cellulomonas flavigena DSM 20109
G000422745	1602	3017924	0.0005308284767939816	Microbacterium gubbeenense DSM 15944
G000296485	1598	2143714	0.0007454352586212527	Actinomyces neuii BVS029A5
G000516535	1598	2281162	0.0007005201734905281	Leptotrichia goodfellowii DSM 19756
G000331285	1596	2899072	0.0005505209943043843	Porphyrobacter sp. AAP82 PorAAP82ver1.0
G000756665	1596	4132804	0.00038617848801927217	Alcanivorax nanhaiticus 19-m-6
G000428785	1593	2118625	0.0007519027671249041	Conchiformibius kuhniae DSM 17694
G001011155	1586	5119813	0.00030977693911867486	Hoeflea sp. IMCC20628 ASM101115v1
G000198515	1585	4587455	0.0003455074763676156	gamma proteobacterium HdN1 ASM19851v1
G002005165	1585	3629225	0.00043673236021464637	Novibacillus thermophilus SG-1
G001294745	1584	2618934	0.0006048262384619086	Idiomarina zobellii KMM 231 ASM129474v1
G000603945	1584	3987077	0.00039728352374433703	Actinotalea ferrariae CF5-4
G000799385	1582	3018951	0.0005240230795398799	Microbacterium sp. CF335 ASM79938v1
G900115595	1582	4543020	0.0003482265101188196	Tranquillimonas alkanivorans DSM 19547
G000300995	1580	3664876	0.0004311196340612888	Alcanivorax hongdengensis A-11-3
G001652465	1579	3168630	0.0004983226189236358	Microbacterium chocolatum SIT 101 ASM165246v1
G001424455	1578	4368819	0.00036119601201148414	Geodermatophilus sp. Leaf369 Leaf369
G000711715	1577	2533034	0.0006225735619814026	Sphingomonas astaxanthinifaciens DSM 22298
G000374805	1575	4151628	0.0003793692498460845	Chitiniphilus shinanonensis DSM 23277
G000442255	1568	5689389	0.00027560077189308025	Salipiger mucosus DSM 16094
G001457455	1564	2463666	0.0006348263116834831	Corynebacterium diphtheriae NCTC11397
G000315795	1563	4952465	0.00031560041312760415	Caenispirillum salinarum AK4
G000474945	1559	4186503	0.000372387168957003	Solimonas soli DSM 21787
G001435345	1558	1667627	0.0009342616784208939	Lactobacillus pontis DSM 8475
G000745955	1555	2762031	0.0005629915087846588	Alysiella crassa DSM 2578
G000307875	1554	5371144	0.00028932383864591977	Bacillus bataviensis LMG 21833
G000756655	1552	3629371	0.0004276223070058145	Alcanivorax jadensis T9
G000469445	1551	3594235	0.0004315243716674063	Oscillibacter sp. KLE 1745 ASM46944v2
G001594145	1549	3838211	0.0004035734356448877	Branchiibius sp. NY16-3462-2 ASM159414v1
G000816345	1548	1517949	0.0010197971078079698	Campylobacter volucris LMG 24379
G000245815	1548	1862135	0.0008313038528355893	Dolosigranulum pigrum ATCC 51524
G001429685	1547	4469718	0.00034610684611422913	Phycicoccus sp. Soil803 Soil803
G001604445	1545	1935087	0.0007984137147322058	Synergistales bacterium Syner_02 ASM160444v1
G000007785	1544	3359974	0.0004595273653903274	Enterococcus faecalis V583 ASM778v1
G001687105	1542	5522061	0.00027924356503848837	Yangia sp. CCB-MM3 ASM168710v1
G000422705	1542	4002854	0.000385225141861282	Flavobacterium soli DSM 19725
G000600335	1541	4921837	0.00031309448078024524	Rubellimicrobium mesophilum DSM 19309
G000980735	1539	1246945	0.0012342164249425597	bacterium T1.2 ASM98073v1
G001618885	1537	2659676	0.0005778899384737088	Staphylococcus condimenti DSM 11674 ASM161888v1
G000255115	1536	4991181	0.00030774279674489864	Desulfosporosinus acidiphilus SJ4
G900108915	1535	2744234	0.0005593546322944763	Pseudospirillum japonicum DSM 7165
G000197735	1535	3918192	0.0003917623230306223	Glutamicibacter arilaitensis Re117
G000012425	1535	4501104	0.00034102744571109665	Dechloromonas aromatica RCB
G000422405	1534	3115873	0.0004923178833026892	Microbacterium luticocti DSM 19459
G001482405	1532	4562553	0.0003357769213858995	Ponticoccus sp. SJ5A-1 ASM148240v1
G000014885	1532	5396476	0.00028388896754103974	Shewanella piezotolerans WP3
G001311355	1530	3101821	0.0004932586374262087	Lactobacillus parafarraginis DSM 18390 = JCM 14109
G001603565	1529	2408387	0.0006348647455745276	Bacteroidales bacterium Bact_18 ASM160356v1
G000511305	1528	5590512	0.0002733202254104812	Rhodococcus pyridinivorans SB3094
G000590555	1523	2031902	0.0007495440232845876	Corynebacterium argentoratense DSM 44202
G001444365	1521	4337945	0.0003506268521154602	Colwellia sp. MT41 ASM144436v1
G001428765	1520	5139111	0.00029577100008153164	Nocardioides sp. Root79 Root79
G000307915	1518	6089210	0.0002492934222994444	Arthrospira platensis C1
G000154705	1514	4468465	0.00033881881138153705	Hoeflea phototrophica DFL-43
G001044245	1513	5710643	0.00026494389510953496	Mycobacterium obuense DSM 44075
G000388115	1513	4236171	0.00035716216366147636	Aeromonas molluscorum 848
G001062845	1512	1993133	0.0007586046691314629	Moraxella catarrhalis 157.rep1_MCAT
G000146345	1512	2124844	0.0007115816502293816	Peptoniphilus duerdenii ATCC BAA-1640
G001685155	1512	2325453	0.0006501958973154908	Actinobaculum suis C1-9-1
G000212415	1511	3055580	0.000494505134868012	Treponema brennaborense DSM 12168
G001426925	1511	2910897	0.0005190839799553196	Microbacterium sp. Root53 Root53
G000012905	1507	4602977	0.0003273968129756025	Rhodobacter sphaeroides 2.4.1 ASM1290v2
G000231385	1506	4873567	0.0003090139111660925	Desulfosporosinus meridiei DSM 13257
G000015745	1504	3608012	0.00041685005482243405	Geobacillus thermodenitrificans NG80-2
G001687365	1499	6265340	0.00023925277798172165	Pararhizobium polonicum F5.1
G000228845	1497	1776899	0.0008424789478749214	Streptococcus mutans TCI-120
G000013605	1496	4969784	0.00030101911873835967	Rhodoferax ferrireducens T118 DSM 15236
G001406335	1496	3878672	0.0003856990227583049	Fusicatenibacter saccharivorans 2789STDY5834885
G000687875	1496	3403931	0.0004394918698410749	Acidocella facilis ATCC 35904
G000744955	1494	3881122	0.0003849402312011836	Oceanicola sp. MCTG156(1a) ASM74495v1
G001725075	1494	4983728	0.00029977558967905153	Microcystis aeruginosa NIES-98
G001421565	1492	4428049	0.00033694297420828	Agromyces sp. Leaf222 Leaf222
G000165505	1489	3132314	0.00047536741207937646	Ilyobacter polytropus DSM 2926
G001275035	1489	4295060	0.00034667734560169124	Rheinheimera sp. KL1 ASM127503v1
G000221545	1487	1650551	0.0009009112714481407	Megasphaera sp. UPII 135-E ASM22154v1
G000442315	1487	3163144	0.00047010189861732503	Rubellimicrobium thermophilum DSM 16684
G001831495	1486	3861670	0.0003848076091431945	Thalassotalea sp. LPB0090 ASM183149v1
G000235505	1483	5697783	0.0002602766725233306	Hungatella hathewayi WAL-18680
G900119695	1482	1946898	0.0007612109108951779	Actinomyces urinae Marseille-P2225
G000585155	1481	2496885	0.0005931390512578673	Arcobacter faecis AF1078
G001045555	1479	4453613	0.0003320899233947808	Marinobacter subterrani JG233
G000159095	1478	2145347	0.0006889328393029193	Anaerococcus tetradius ATCC 35098
G000956525	1477	3807768	0.0003878912790905328	Microbacterium oxydans BEL4b
G001485495	1474	5428634	0.0002715231861274862	Gordonia desulfuricans NBRC 100010
G000379185	1474	2657104	0.0005547392951122726	Capnocytophaga cynodegmi DSM 19736 E6447
G000711235	1468	4299196	0.00034145919376553195	Prevotella sp. 10(H) ASM71123v1
G000614585	1468	2054250	0.0007146160399172447	Porphyromonas gingivicanis JCM 15907
G000478965	1467	2214431	0.0006624726622775783	Megasphaera sp. BV3C16-1 MspBV3C16-1v1.0
G000745835	1467	6727093	0.00021807339366350367	Belnapia moabensis DSM 16746
G900112885	1466	3113820	0.0004708043496412766	[Clostridium] aminophilum F
G000423485	1463	2035623	0.0007186988946381526	Propionimicrobium lymphophilum DSM 4903
G001543175	1462	1974262	0.0007405298790130185	Aerococcus urinae CCUG36881
G001427145	1462	3460379	0.0004224970732974625	Microbacterium sp. Root166 Root166
G000744285	1460	2662616	0.0005483329177019893	Carnobacterium pleistocenium FTR1
G900107235	1460	4259991	0.0003427237287590514	Citreimonas salinaria DSM 26880
G000982715	1459	5922748	0.00024633835510138197	Rhodococcus aetherivorans IcdP1
G001464735	1456	4111525	0.0003541265102364694	Nitrospira sp. Ga0074138 Nitrospirae bacterium Ga0074138
G000299935	1451	3952792	0.00036708230536795257	Oceanibaculum indicum P24
G000455825	1450	3996920	0.00036277934009187077	Microbacterium maritypicum MF109
G900106985	1450	3961509	0.0003660221395432902	Hydrobacter penzbergensis DSM 25353
G000219175	1449	538294	0.0026918375460250345	Candidatus Moranella endobia PCIT
G000427445	1447	4103433	0.0003526315648385145	Methylocapsa acidiphila B2
G000425945	1447	6640086	0.00021791886430386594	Solirubrobacter sp. URHD0082 ASM42594v1
G000475255	1446	3559739	0.0004062095563747792	Marinobacter sp. ES-1 De Novo assembly
G000173975	1446	3290996	0.0004393806616598744	[Eubacterium] hallii DSM 3353
G001191005	1445	6361416	0.0002271506846903268	Massilia sp. NR 4-1 ASM119100v1
G000455325	1443	6908835	0.00020886299933346215	Mycobacterium septicum DSM 44393 type strain: DSM 44393
G000598965	1439	5062782	0.0002842310808563355	Bacteroides fragilis str. 3986 T(B)13
G900095865	1439	2985330	0.0004820237628670867	Massilioclostridium coli Marseille-P2976
G000737845	1438	1895239	0.0007587433563787997	Bifidobacterium bombi DSM 19703 BBOMBassembly
G000263355	1437	4850682	0.0002962470019679707	Cellvibrio sp. BR ASM26335v1
G000744755	1437	3746741	0.00038353331602050954	Geobacillus subterraneus PSS2
G000332995	1437	4915471	0.00029234228011923983	Gordonia amicalis NBRC 100051 = JCM 11271 NBRC 100051
G900129455	1436	4480046	0.0003205324231045842	Jatrophihabitans endophyticus DSM 45627
G000212695	1434	4266344	0.00033611916901215655	Cellulomonas fimi ATCC 484
G000747075	1434	3114078	0.00046048942897384073	Arenimonas malthae CC-JY-1
G000189535	1433	4535320	0.00031596447439210466	Pseudarthrobacter phenanthrenivorans Sphe3
G000335715	1428	3765366	0.0003792460015839098	beta proteobacterium L13 L13.1.0
G000576575	1428	4804251	0.0002972367596946954	Intrasporangium chromatireducens Q5-1
G000364225	1428	6508819	0.00021939463979563727	Eubacterium plexicaudatum ASF492
G000148725	1425	5696886	0.00025013665360338965	Roseibium sp. TrichSKD4 ASM14872v1
G000022025	1424	4980870	0.0002858938297927872	Pseudarthrobacter chlorophenolicus A6 ASM2202v1
G000711725	1423	6428469	0.00022135908254360408	Roseomonas aerilata DSM 19363
G001303875	1422	4344434	0.0003273153649013888	Gemmobacter sp. LW-1 ASM130387v1
G000304335	1420	3952501	0.00035926619626408697	Microbacterium yannicii PS01
G000175395	1420	2541246	0.0005587810074270653	Clostridium botulinum D str. 1873
G000312665	1419	6461927	0.00021959393846448591	Rhizobium mesoamericanum STM3625
G000155855	1418	3028326	0.0004682454927243632	[Bacteroides] pectinophilus ATCC 43243
G001435325	1416	2009795	0.0007045494689756916	Lactobacillus intestinalis DSM 6629
G000710465	1414	9851701	0.00014352851350238907	Kitasatospora sp. MBT63 KspMBT63_1.0
G000324625	1413	4520971	0.00031254347793869945	Yersinia pestis CMCCK100001
